date,daily_trips,TMAX
2021-06-18,123279,84
2021-06-19,107584,88
2021-06-20,107581,86
2021-06-21,102005,86
2021-06-22,75603,78
2021-06-23,123507,76
2021-06-24,120793,77
2021-06-25,116700,81
2021-06-26,119114,83
2021-06-27,110176,90
2021-06-28,98770,92
2021-06-29,103439,95
2021-06-30,96879,98
2021-07-01,68032,84
2021-07-02,78222,79
2021-07-03,68506,66
2021-07-04,101586,79
2021-07-05,97873,83
2021-07-06,77415,92
2021-07-07,102959,91
2021-07-08,74962,84
2021-07-09,86388,85
2021-07-10,109422,81
2021-07-11,103497,78
2021-07-12,87995,86
2021-07-13,105516,72
2021-07-14,110458,87
2021-07-15,112495,89
2021-07-16,108290,91
2021-07-17,82404,91
2021-07-18,99926,84
2021-07-19,102779,81
2021-07-20,111610,86
2021-07-21,108763,80
2021-07-22,118499,81
2021-07-23,112630,83
2021-07-24,125255,84
2021-07-25,98074,83
2021-07-26,98845,88
2021-07-27,106224,89
2021-07-28,112498,81
2021-07-29,76099,77
2021-07-30,115771,82
2021-07-31,121921,77
2021-08-01,94679,77
2021-08-02,103225,80
2021-08-03,108968,79
2021-08-04,109238,76
2021-08-05,109461,81
2021-08-06,109439,88
2021-08-07,115283,87
2021-08-08,75469,77
2021-08-09,96518,81
2021-08-10,92686,84
2021-08-11,97930,89
2021-08-12,99798,93
2021-08-13,98733,94
2021-08-14,111796,88
2021-08-15,108622,83
2021-08-16,102332,83
2021-08-17,107430,81
2021-08-18,106531,83
2021-08-19,104854,85
2021-08-20,102352,82
2021-08-21,96396,82
2021-08-22,15853,76
2021-08-23,76861,83
2021-08-24,109287,89
2021-08-25,106715,91
2021-08-26,103688,91
2021-08-27,88710,93
2021-08-28,104347,80
2021-08-29,102478,76
2021-08-30,101175,85
2021-08-31,111979,83
2021-09-01,50787,78
2021-09-02,126475,77
2021-09-03,115073,74
2021-09-04,109117,79
2021-09-05,87510,74
2021-09-06,106337,81
2021-09-07,106927,79
2021-09-08,113136,82
2021-09-09,77654,76
2021-09-10,126613,74
2021-09-11,133587,76
2021-09-12,117228,81
2021-09-13,105993,83
2021-09-14,118480,80
2021-09-15,118368,85
2021-09-16,109637,76
2021-09-17,111916,75
2021-09-18,124651,84
2021-09-19,116470,76
2021-09-20,109099,75
2021-09-21,113240,76
2021-09-22,113378,79
2021-09-23,86742,79
2021-09-24,115901,72
2021-09-25,125193,75
2021-09-26,113560,71
2021-09-27,106811,78
2021-09-28,96558,71
2021-09-29,111536,68
2021-09-30,112583,65
2021-10-01,115828,67
2021-10-02,120155,74
2021-10-03,108304,77
2021-10-04,73613,73
2021-10-05,103932,65
2021-10-06,110685,69
2021-10-07,115335,73
2021-10-08,115808,76
2021-10-09,108091,67
2021-10-10,69386,66
2021-10-11,97257,71
2021-10-12,108314,69
2021-10-13,109850,69
2021-10-14,116278,76
2021-10-15,118471,79
2021-10-16,99243,76
2021-10-17,90860,61
2021-10-18,87314,58
2021-10-19,100118,66
2021-10-20,112026,75
2021-10-21,113734,73
2021-10-22,111571,69
2021-10-23,91369,59
2021-10-24,85039,59
2021-10-25,92446,73
2021-10-26,48015,63
2021-10-27,97986,61
2021-10-28,100689,57
2021-10-29,82622,56
2021-10-30,79170,64
2021-10-31,85726,63
2021-11-01,89655,58
2021-11-02,82811,53
2021-11-03,87259,51
2021-11-04,85758,50
2021-11-05,86279,51
2021-11-06,84659,52
2021-11-07,79380,53
2021-11-08,84958,63
2021-11-09,96712,68
2021-11-10,98195,64
2021-11-11,92925,61
2021-11-12,69975,65
2021-11-13,71475,62
2021-11-14,63193,48
2021-11-15,68372,47
2021-11-16,77280,49
2021-11-17,85554,57
2021-11-18,94672,69
2021-11-19,74090,48
2021-11-20,69554,47
2021-11-21,65383,56
2021-11-22,63652,55
2021-11-23,61201,42
2021-11-24,57450,45
2021-11-25,35034,56
2021-11-26,31985,47
2021-11-27,37424,39
2021-11-28,41660,41
2021-11-29,58569,45
2021-11-30,64170,41
2021-12-01,74033,49
2021-12-02,79362,58
2021-12-03,72585,48
2021-12-04,68161,48
2021-12-05,62509,49
2021-12-06,67735,61
2021-12-07,67189,43
2021-12-08,65876,42
2021-12-09,66553,39
2021-12-10,75593,50
2021-12-11,64261,66
2021-12-12,62109,56
2021-12-13,68299,53
2021-12-14,75703,53
2021-12-15,73103,57
2021-12-16,80607,62
2021-12-17,78035,60
2021-12-18,39513,48
2021-12-19,40310,45
2021-12-20,45540,37
2021-12-21,50951,43
2021-12-22,41926,47
2021-12-23,41284,36
2021-12-24,31319,40
2021-12-25,16406,52
2021-12-26,31737,51
2021-12-27,31583,39
2021-12-28,40728,47
2021-12-29,39656,44
2021-12-30,46925,49
2021-12-31,48696,55
2022-01-01,20895,56
2022-01-02,44234,59
2022-01-03,34126,37
2022-01-04,37879,34
2022-01-05,35080,47
2022-01-06,46004,41
2022-01-07,17838,34
2022-01-08,25129,30
2022-01-09,22088,40
2022-01-10,35717,40
2022-01-11,27704,24
2022-01-12,41636,40
2022-01-13,51798,48
2022-01-14,46837,43
2022-01-15,23717,21
2022-01-16,21588,37
2022-01-17,29887,44
2022-01-18,44045,36
2022-01-19,55371,49
2022-01-20,34901,46
2022-01-21,35006,22
2022-01-22,33018,29
2022-01-23,33817,37
2022-01-24,42591,36
2022-01-25,51982,42
2022-01-26,43279,28
2022-01-27,45058,32
2022-01-28,35740,32
2022-01-29,2927,29
2022-01-30,9688,26
2022-01-31,22838,31
2022-02-01,29993,36
2022-02-02,42955,47
2022-02-03,27292,52
2022-02-04,21072,57
2022-02-05,31980,27
2022-02-06,30313,30
2022-02-07,31611,37
2022-02-08,53493,45
2022-02-09,57558,46
2022-02-10,63584,54
2022-02-11,66310,57
2022-02-12,70299,59
2022-02-13,20897,42
2022-02-14,35732,25
2022-02-15,41940,30
2022-02-16,55072,49
2022-02-17,69223,68
2022-02-18,48407,63
2022-02-19,33400,40
2022-02-20,31959,36
2022-02-21,53863,55
2022-02-22,37452,61
2022-02-23,68175,68
2022-02-24,46001,35
2022-02-25,31350,41
2022-02-26,42732,37
2022-02-27,44121,48
2022-02-28,46930,36
2022-03-01,57432,48
2022-03-02,68718,52
2022-03-03,56795,48
2022-03-04,51059,37
2022-03-05,52695,46
2022-03-06,55948,68
2022-03-07,69568,74
2022-03-08,63778,50
2022-03-09,28822,41
2022-03-10,67868,51
2022-03-11,71017,55
2022-03-12,20336,48
2022-03-13,31815,35
2022-03-14,64895,56
2022-03-15,80950,68
2022-03-16,83460,67
2022-03-17,51187,53
2022-03-18,95284,74
2022-03-19,79685,70
2022-03-20,67065,61
2022-03-21,74997,62
2022-03-22,77201,58
2022-03-23,62383,49
2022-03-24,46992,47
2022-03-25,76966,60
2022-03-26,63708,53
2022-03-27,46883,46
2022-03-28,39187,33
2022-03-29,49720,38
2022-03-30,62747,47
2022-03-31,74283,66
2022-04-01,70244,61
2022-04-02,74958,54
2022-04-03,38074,48
2022-04-04,70671,54
2022-04-05,74265,57
2022-04-06,49773,53
2022-04-07,36284,54
2022-04-08,90641,65
2022-04-09,69105,55
2022-04-10,58595,50
2022-04-11,77371,61
2022-04-12,95735,72
2022-04-13,100803,71
2022-04-14,92849,79
2022-04-15,102100,70
2022-04-16,84084,73
2022-04-17,55577,51
2022-04-18,57235,54
2022-04-19,60480,50
2022-04-20,87636,60
2022-04-21,79750,59
2022-04-22,100005,70
2022-04-23,96936,65
2022-04-24,85463,63
2022-04-25,74762,58
2022-04-26,76986,60
2022-04-27,84742,58
2022-04-28,80806,58
2022-04-29,89424,63
2022-04-30,104259,68
2022-05-01,97344,69
2022-05-02,56229,56
2022-05-03,95263,62
2022-05-04,81915,65
2022-05-05,113394,74
2022-05-06,36211,61
2022-05-07,21271,50
2022-05-08,65005,58
2022-05-09,96836,70
2022-05-10,107649,73
2022-05-11,110056,75
2022-05-12,113665,75
2022-05-13,98440,72
2022-05-14,81802,72
2022-05-15,111373,76
2022-05-16,81406,75
2022-05-17,120376,77
2022-05-18,120400,72
2022-05-19,92433,66
2022-05-20,87405,69
2022-05-21,118165,90
2022-05-22,106060,89
2022-05-23,103820,73
2022-05-24,107315,67
2022-05-25,116909,70
2022-05-26,113837,70
2022-05-27,91251,80
2022-05-28,84854,74
2022-05-29,103741,77
2022-05-30,103218,84
2022-05-31,102957,93
2022-06-01,90340,72
2022-06-02,101166,79
2022-06-03,123870,76
2022-06-04,130555,80
2022-06-05,118762,77
2022-06-06,113007,80
2022-06-07,106620,78
2022-06-08,127068,82
2022-06-09,117823,81
2022-06-10,125467,77
2022-06-11,118389,74
2022-06-12,92658,72
2022-06-13,114418,85
2022-06-14,126657,81
2022-06-15,131188,83
2022-06-16,104936,71
2022-06-17,122881,88
2022-06-18,111681,75
2022-06-19,108688,73
2022-06-20,117156,78
2022-06-21,102116,80
2022-06-22,97198,67
2022-06-23,120734,74
2022-06-24,127645,81
2022-06-25,121606,90
2022-06-26,109080,89
2022-06-27,81972,77
2022-06-28,124745,79
2022-06-29,124885,84
2022-06-30,119572,86
2022-07-01,106512,91
2022-07-02,91281,87
2022-07-03,91987,88
2022-07-04,97590,85
2022-07-05,91452,87
2022-07-06,116243,85
2022-07-07,118010,84
2022-07-08,101322,83
2022-07-09,126534,85
2022-07-10,118774,83
2022-07-11,114714,85
2022-07-12,115157,90
2022-07-13,124307,91
2022-07-14,123861,90
2022-07-15,122804,86
2022-07-16,114688,85
2022-07-17,114103,83
2022-07-18,85976,81
2022-07-19,123335,90
2022-07-20,121408,95
2022-07-21,112282,92
2022-07-22,115384,94
2022-07-23,110836,95
2022-07-24,102668,95
2022-07-25,99366,86
2022-07-26,126208,81
2022-07-27,128834,85
2022-07-28,121009,87
2022-07-29,118209,85
2022-07-30,126697,87
2022-07-31,115839,86
2022-08-01,101128,77
2022-08-02,124550,90
2022-08-03,128648,89
2022-08-04,121530,93
2022-08-05,117754,89
2022-08-06,126469,92
2022-08-07,97764,92
2022-08-08,107354,93
2022-08-09,112465,97
2022-08-10,127251,87
2022-08-11,117476,89
2022-08-12,126404,85
2022-08-13,135884,79
2022-08-14,114891,82
2022-08-15,115123,83
2022-08-16,126078,83
2022-08-17,123933,81
2022-08-18,125828,87
2022-08-19,124513,90
2022-08-20,132446,90
2022-08-21,113652,82
2022-08-22,88537,79
2022-08-23,122067,86
2022-08-24,126560,90
2022-08-25,123828,91
2022-08-26,111955,87
2022-08-27,121289,90
2022-08-28,110912,82
2022-08-29,111304,85
2022-08-30,116826,89
2022-08-31,126890,85
2022-09-01,125121,86
2022-09-02,119742,79
2022-09-03,110856,82
2022-09-04,102298,90
2022-09-05,96611,88
2022-09-06,42000,74
2022-09-07,116330,72
2022-09-08,138383,78
2022-09-09,137341,80
2022-09-10,138363,86
2022-09-11,69610,76
2022-09-12,118430,81
2022-09-13,125741,82
2022-09-14,138737,80
2022-09-15,135997,74
2022-09-16,135292,75
2022-09-17,134089,76
2022-09-18,119804,83
2022-09-19,105746,85
2022-09-20,133629,79
2022-09-21,137221,80
2022-09-22,105017,75
2022-09-23,116488,63
2022-09-24,116340,69
2022-09-25,89222,72
2022-09-26,108384,74
2022-09-27,119683,70
2022-09-28,127208,69
2022-09-29,124750,66
2022-09-30,118690,62
2022-10-01,61578,61
2022-10-02,53214,60
2022-10-03,50912,53
2022-10-04,53720,55
2022-10-05,71329,59
2022-10-06,127479,74
2022-10-07,127008,76
2022-10-08,103614,58
2022-10-09,96554,61
2022-10-10,99003,67
2022-10-11,115120,70
2022-10-12,121754,70
2022-10-13,75635,69
2022-10-14,118283,67
2022-10-15,121431,68
2022-10-16,104099,64
2022-10-17,91303,66
2022-10-18,104069,56
2022-10-19,102662,54
2022-10-20,107486,58
2022-10-21,111624,62
2022-10-22,114545,66
2022-10-23,68572,61
2022-10-24,68400,61
2022-10-25,101466,70
2022-10-26,115945,72
2022-10-27,119127,65
2022-10-28,109592,56
2022-10-29,108200,58
2022-10-30,98453,63
2022-10-31,99493,65
2022-11-01,106823,67
2022-11-02,121039,70
2022-11-03,120221,67
2022-11-04,122402,70
2022-11-05,125658,76
2022-11-06,106552,75
2022-11-07,110288,77
2022-11-08,99562,58
2022-11-09,98324,53
2022-11-10,112425,66
2022-11-11,56615,68
2022-11-12,117406,69
2022-11-13,71312,61
2022-11-14,76183,45
2022-11-15,66302,46
2022-11-16,79431,50
2022-11-17,80813,46
2022-11-18,75806,44
2022-11-19,61394,40
2022-11-20,46485,40
2022-11-21,61605,41
2022-11-22,76381,51
2022-11-23,76304,55
2022-11-24,39289,54
2022-11-25,44683,55
2022-11-26,61668,57
2022-11-27,35788,60
2022-11-28,75305,54
2022-11-29,77697,44
2022-11-30,56344,58
2022-12-01,75453,43
2022-12-02,77173,47
2022-12-03,46947,58
2022-12-04,64561,45
2022-12-05,76259,48
2022-12-06,54229,58
2022-12-07,76862,59
2022-12-08,92372,55
2022-12-09,79557,45
2022-12-10,65856,39
2022-12-11,33866,40
2022-12-12,62130,38
2022-12-13,67875,40
2022-12-14,69758,39
2022-12-15,45549,42
2022-12-16,29565,44
2022-12-17,61577,44
2022-12-18,50011,40
2022-12-19,56236,39
2022-12-20,60578,39
2022-12-21,61343,40
2022-12-22,40443,47
2022-12-23,27551,58
2022-12-24,12601,15
2022-12-25,9851,28
2022-12-26,20255,29
2022-12-27,34395,35
2022-12-28,45677,47
2022-12-29,53677,51
2022-12-30,64550,62
2022-12-31,32895,55
2023-01-01,52561,55
2023-01-02,60369,56
2023-01-03,53591,58
2023-01-04,76968,66
2023-01-05,74016,50
2023-01-06,67023,49
2023-01-07,61270,45
2023-01-08,51149,41
2023-01-09,63617,44
2023-01-10,68693,41
2023-01-11,69327,39
2023-01-12,53216,55
2023-01-13,67539,57
2023-01-14,44968,38
2023-01-15,42381,41
2023-01-16,51554,48
2023-01-17,66948,47
2023-01-18,78025,53
2023-01-19,33472,44
2023-01-20,69848,49
2023-01-21,60243,42
2023-01-22,40698,42
2023-01-23,39724,39
2023-01-24,69870,46
2023-01-25,43222,54
2023-01-26,66678,57
2023-01-27,67796,44
2023-01-28,68844,52
2023-01-29,59805,53
2023-01-30,72528,55
2023-01-31,59258,50
2023-02-01,62378,38
2023-02-02,65127,40
2023-02-03,39390,35
2023-02-04,25740,27
2023-02-05,51420,49
2023-02-06,66824,52
2023-02-07,67974,43
2023-02-08,81023,53
2023-02-09,78527,55
2023-02-10,86701,61
2023-02-11,65856,46
2023-02-12,57453,48
2023-02-13,74357,57
2023-02-14,80614,54
2023-02-15,91995,67
2023-02-16,76975,70
2023-02-17,51350,61
2023-02-18,54028,43
2023-02-19,53133,50
2023-02-20,73443,61
2023-02-21,58206,50
2023-02-22,56250,44
2023-02-23,67889,44
2023-02-24,61569,45
2023-02-25,44755,33
2023-02-26,56586,50
2023-02-27,60420,46
2023-02-28,42165,38
2023-03-01,72648,44
2023-03-02,76610,54
2023-03-03,67532,47
2023-03-04,58907,45
2023-03-05,67009,53
2023-03-06,75204,52
2023-03-07,69046,47
2023-03-08,74211,48
2023-03-09,80030,51
2023-03-10,61583,46
2023-03-11,50991,45
2023-03-12,58548,48
2023-03-13,33946,45
2023-03-14,41017,38
2023-03-15,68192,45
2023-03-16,86538,59
2023-03-17,86142,60
2023-03-18,77440,56
2023-03-19,50245,40
2023-03-20,71296,51
2023-03-21,90902,63
2023-03-22,90154,62
2023-03-23,77784,60
2023-03-24,80439,55
2023-03-25,34173,47
2023-03-26,91018,63
2023-03-27,62946,62
2023-03-28,82721,52
2023-03-29,91744,55
2023-03-30,79255,46
2023-03-31,85943,57
2023-04-01,73680,72
2023-04-02,73956,51
2023-04-03,87635,59
2023-04-04,109005,73
2023-04-05,74559,57
2023-04-06,100331,80
2023-04-07,84638,60
2023-04-08,79886,54
2023-04-09,72551,57
2023-04-10,93609,68
2023-04-11,107995,75
2023-04-12,120189,84
2023-04-13,123278,90
2023-04-14,124248,91
2023-04-15,104932,75
2023-04-16,107416,71
2023-04-17,95119,68
2023-04-18,99740,57
2023-04-19,110219,64
2023-04-20,117628,66
2023-04-21,119343,71
2023-04-22,117721,67
2023-04-23,91015,69
2023-04-24,103197,62
2023-04-25,109725,60
2023-04-26,112423,60
2023-04-27,107108,57
2023-04-28,88783,56
2023-04-29,18501,53
2023-04-30,25920,60
2023-05-01,106054,61
2023-05-02,93603,56
2023-05-03,105697,57
2023-05-04,96207,55
2023-05-05,116522,66
2023-05-06,128083,73
2023-05-07,117009,78
2023-05-08,119120,77
2023-05-09,119674,71
2023-05-10,127630,73
2023-05-11,132772,80
2023-05-12,133496,87
2023-05-13,125526,82
2023-05-14,110389,74
2023-05-15,118891,74
2023-05-16,125801,79
2023-05-17,119498,69
2023-05-18,118928,61
2023-05-19,123605,70
2023-05-20,46320,65
2023-05-21,117851,70
2023-05-22,117899,75
2023-05-23,126289,70
2023-05-24,120182,77
2023-05-25,126936,68
2023-05-26,125965,72
2023-05-27,110054,78
2023-05-28,102940,79
2023-05-29,106074,79
2023-05-30,115773,72
2023-05-31,125978,77
2023-06-01,130759,87
2023-06-02,115094,91
2023-06-03,109423,69
2023-06-04,106569,69
2023-06-05,118483,76
2023-06-06,115510,79
2023-06-07,94984,69
2023-06-08,99754,72
2023-06-09,116658,72
2023-06-10,126346,78
2023-06-11,111806,82
2023-06-12,100134,78
2023-06-13,135587,78
2023-06-14,120988,76
2023-06-15,139040,77
2023-06-16,109200,79
2023-06-17,120431,77
2023-06-18,114325,80
2023-06-19,124291,81
2023-06-20,132590,78
2023-06-21,135957,73
2023-06-22,120253,72
2023-06-23,111057,71
2023-06-24,114492,78
2023-06-25,120422,85
2023-06-26,105325,78
2023-06-27,122791,79
2023-06-28,135810,82
2023-06-29,134865,82
2023-06-30,117315,84
2023-07-01,112008,82
2023-07-02,85823,88
2023-07-03,100583,89
2023-07-04,87478,83
2023-07-05,120041,93
2023-07-06,127001,90
2023-07-07,127263,87
2023-07-08,120195,88
2023-07-09,91182,82
2023-07-10,127644,84
2023-07-11,137818,89
2023-07-12,137877,91
2023-07-13,135914,88
2023-07-14,109999,84
2023-07-15,113298,88
2023-07-16,67364,78
2023-07-17,128947,88
2023-07-18,126713,84
2023-07-19,136203,80
2023-07-20,143989,88
2023-07-21,129433,84
2023-07-22,137235,85
2023-07-23,126166,88
2023-07-24,129504,85
2023-07-25,115328,86
2023-07-26,148050,87
2023-07-27,132352,92
2023-07-28,129631,92
2023-07-29,123905,89
2023-07-30,132718,80
2023-07-31,134594,85
2023-08-01,147058,82
2023-08-02,149900,81
2023-08-03,147691,80
2023-08-04,134466,77
2023-08-05,142980,87
2023-08-06,127840,87
2023-08-07,102676,81
2023-08-08,138190,80
2023-08-09,145951,86
2023-08-10,92908,81
2023-08-11,141013,85
2023-08-12,137365,85
2023-08-13,121707,88
2023-08-14,127527,87
2023-08-15,133585,80
2023-08-16,141217,82
2023-08-17,136879,79
2023-08-18,132295,80
2023-08-19,149277,78
2023-08-20,123379,85
2023-08-21,126287,88
2023-08-22,141099,79
2023-08-23,142173,80
2023-08-24,104947,73
2023-08-25,102525,78
2023-08-26,129505,84
2023-08-27,129800,84
2023-08-28,126244,76
2023-08-29,139296,80
2023-08-30,135035,83
2023-08-31,142354,77
2023-09-01,131946,76
2023-09-02,122928,79
2023-09-03,115488,88
2023-09-04,114780,89
2023-09-05,137241,92
2023-09-06,145720,93
2023-09-07,149033,93
2023-09-08,123942,90
2023-09-09,129428,84
2023-09-10,88372,77
2023-09-11,114842,82
2023-09-12,160895,82
2023-09-13,148375,79
2023-09-14,161499,77
2023-09-15,150141,69
2023-09-16,148073,75
2023-09-17,128681,77
2023-09-18,62091,68
2023-09-19,157079,72
2023-09-20,160485,74
2023-09-21,157420,71
2023-09-22,152927,71
2023-09-23,37415,63
2023-09-24,35760,66
2023-09-25,44794,66
2023-09-26,86483,60
2023-09-27,142141,64
2023-09-28,110560,65
2023-09-29,50716,63
2023-09-30,105907,66
2023-10-01,135388,76
2023-10-02,139434,77
2023-10-03,151196,80
2023-10-04,154131,83
2023-10-05,152753,77
2023-10-06,125181,71
2023-10-07,70949,69
2023-10-08,108024,59
2023-10-09,111270,60
2023-10-10,132071,63
2023-10-11,146351,69
2023-10-12,146411,69
2023-10-13,141050,63
2023-10-14,44069,56
2023-10-15,109292,60
2023-10-16,123994,63
2023-10-17,137064,61
2023-10-18,141051,63
2023-10-19,143633,64
2023-10-20,64054,63
2023-10-21,97905,63
2023-10-22,103540,57
2023-10-23,119334,60
2023-10-24,136936,65
2023-10-25,146414,72
2023-10-26,154052,77
2023-10-27,151643,74
2023-10-28,161586,80
2023-10-29,51294,63
2023-10-30,102056,60
2023-10-31,121547,51
2023-11-01,103384,49
2023-11-02,111708,48
2023-11-03,117894,55
2023-11-04,115173,61
2023-11-05,115289,65
2023-11-06,109199,56
2023-11-07,121130,64
2023-11-08,113595,54
2023-11-09,121286,57
2023-11-10,111397,53
2023-11-11,106110,55
2023-11-12,80622,44
2023-11-13,96960,49
2023-11-14,108435,53
2023-11-15,113716,53
2023-11-16,126032,65
2023-11-17,131552,67
2023-11-18,100217,63
2023-11-19,89999,55
2023-11-20,90641,46
2023-11-21,62221,48
2023-11-22,84206,54
2023-11-23,46157,52
2023-11-24,54684,51
2023-11-25,54138,40
2023-11-26,46249,56
2023-11-27,89180,56
2023-11-28,82936,41
2023-11-29,83511,38
2023-11-30,100116,51
2023-12-01,68015,51
2023-12-02,104671,60
2023-12-03,36508,53
2023-12-04,98393,54
2023-12-05,98187,43
2023-12-06,92702,43
2023-12-07,88293,39
2023-12-08,100728,51
2023-12-09,104642,59
2023-12-10,44662,61
2023-12-11,70484,50
2023-12-12,93214,44
2023-12-13,96781,47
2023-12-14,93133,41
2023-12-15,105719,58
2023-12-16,97249,54
2023-12-17,56656,59
2023-12-18,59028,62
2023-12-19,83957,44
2023-12-20,83340,46
2023-12-21,77175,42
2023-12-22,65697,37
2023-12-23,51231,44
2023-12-24,40950,49
2023-12-25,31063,49
2023-12-26,53036,51
2023-12-27,44013,50
2023-12-28,48510,55
2023-12-29,71412,55
2023-12-30,58494,46
2023-12-31,55722,43
2024-01-01,49070,47
2024-01-02,70370,42
2024-01-03,78729,43
2024-01-04,79965,45
2024-01-05,74535,37
2024-01-06,44748,38
2024-01-07,36893,38
2024-01-08,80997,45
2024-01-09,44437,57
2024-01-10,84379,57
2024-01-11,92006,47
2024-01-12,88317,50
2024-01-13,65836,60
2024-01-14,50268,44
2024-01-15,47323,29
2024-01-16,28162,32
2024-01-17,44609,24
2024-01-18,57540,34
2024-01-19,45458,32
2024-01-20,38730,26
2024-01-21,38006,31
2024-01-22,63300,38
2024-01-23,73097,40
2024-01-24,69025,48
2024-01-25,78939,59
2024-01-26,76164,46
2024-01-27,83126,49
2024-01-28,30521,44
2024-01-29,73131,40
2024-01-30,80777,38
2024-01-31,85918,40
2024-02-01,90513,46
2024-02-02,70819,46
2024-02-03,74538,43
2024-02-04,67945,46
2024-02-05,79353,45
2024-02-06,84202,42
2024-02-07,92692,48
2024-02-08,97843,53
2024-02-09,99709,55
2024-02-10,96668,60
2024-02-11,78749,56
2024-02-12,85746,48
2024-02-13,32939,41
2024-02-14,73225,38
2024-02-15,77419,39
2024-02-16,77025,43
2024-02-17,38799,36
2024-02-18,47456,40
2024-02-19,59803,41
2024-02-20,70492,40
2024-02-21,76794,43
2024-02-22,72947,45
2024-02-23,77644,47
2024-02-24,73792,44
2024-02-25,58478,41
2024-02-26,84992,55
2024-02-27,80360,55
2024-02-28,69322,62
2024-02-29,86159,43
2024-03-01,87829,48
2024-03-02,28723,55
2024-03-03,115183,68
2024-03-04,98111,59
2024-03-05,51487,49
2024-03-06,54956,53
2024-03-07,96514,54
2024-03-08,106564,57
2024-03-09,43104,49
2024-03-10,63253,51
2024-03-11,82176,52
2024-03-12,121132,66
2024-03-13,122822,62
2024-03-14,136726,74
2024-03-15,125044,73
2024-03-16,115245,61
2024-03-17,102363,63
2024-03-18,92710,51
2024-03-19,92710,48
2024-03-20,92234,57
2024-03-21,84796,43
2024-03-22,85785,46
2024-03-23,23903,50
2024-03-24,72948,48
2024-03-25,93965,53
2024-03-26,105245,53
2024-03-27,95913,52
2024-03-28,55955,51
2024-03-29,99427,56
2024-03-30,97784,62
2024-03-31,93274,62
